source_path,target_path,classification,content_relation,recommended_action,risk_level,reason,validation_required,final_action
,flutter_app/android/app/src/main/AndroidManifest.xml,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/java/io/flutter/plugins/GeneratedPluginRegistrant.java,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/kotlin/com/example/crew_intelligence_platform/MainActivity.kt,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/res/drawable-v21/launch_background.xml,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/res/drawable/launch_background.xml,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/res/mipmap-hdpi/ic_launcher.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/res/mipmap-mdpi/ic_launcher.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/res/mipmap-xhdpi/ic_launcher.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/res/mipmap-xxhdpi/ic_launcher.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/res/mipmap-xxxhdpi/ic_launcher.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/res/values-night/styles.xml,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/main/res/values/styles.xml,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/app/src/profile/AndroidManifest.xml,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/build.gradle.kts,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/crew_intelligence_platform_android.iml,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/gradle.properties,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/gradle/wrapper/gradle-wrapper.jar,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/gradle/wrapper/gradle-wrapper.properties,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/gradlew,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/gradlew.bat,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/local.properties,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/android/settings.gradle.kts,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/firebase.json,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/.gitignore,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Flutter/AppFrameworkInfo.plist,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Flutter/Debug.xcconfig,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Flutter/Generated.xcconfig,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Flutter/Release.xcconfig,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Flutter/flutter_export_environment.sh,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner.xcodeproj/project.pbxproj,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner.xcodeproj/project.xcworkspace/contents.xcworkspacedata,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner.xcodeproj/xcshareddata/xcschemes/Runner.xcscheme,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner.xcworkspace/contents.xcworkspacedata,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/AppDelegate.swift,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-1024x1024@1x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-20x20@1x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-20x20@2x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-20x20@3x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-29x29@1x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-29x29@2x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-29x29@3x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-40x40@1x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-40x40@2x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-40x40@3x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-60x60@2x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-60x60@3x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-76x76@1x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-76x76@2x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/AppIcon.appiconset/Icon-App-83.5x83.5@2x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/LaunchImage.imageset/LaunchImage.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/LaunchImage.imageset/LaunchImage@2x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/LaunchImage.imageset/LaunchImage@3x.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Base.lproj/LaunchScreen.storyboard,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Base.lproj/Main.storyboard,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/GeneratedPluginRegistrant.h,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/GeneratedPluginRegistrant.m,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/GoogleService-Info.plist,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Info.plist,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/Runner-Bridging-Header.h,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/Runner/SceneDelegate.swift,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/ios/RunnerTests/RunnerTests.swift,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/.gitignore,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/CMakeLists.txt,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/flutter/CMakeLists.txt,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/flutter/generated_plugin_registrant.cc,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/flutter/generated_plugin_registrant.h,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/flutter/generated_plugins.cmake,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/runner/CMakeLists.txt,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/runner/main.cc,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/runner/my_application.cc,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/linux/runner/my_application.h,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/.gitignore,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Flutter/Flutter-Debug.xcconfig,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Flutter/Flutter-Release.xcconfig,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Flutter/GeneratedPluginRegistrant.swift,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner.xcodeproj/project.pbxproj,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner.xcodeproj/xcshareddata/xcschemes/Runner.xcscheme,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner.xcworkspace/contents.xcworkspacedata,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/AppDelegate.swift,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_1024.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_128.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_16.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_256.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_32.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_512.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Assets.xcassets/AppIcon.appiconset/app_icon_64.png,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Base.lproj/MainMenu.xib,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Configs/AppInfo.xcconfig,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Configs/Debug.xcconfig,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Configs/Release.xcconfig,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Configs/Warnings.xcconfig,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/DebugProfile.entitlements,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Info.plist,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/MainFlutterWindow.swift,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/Runner/Release.entitlements,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/macos/RunnerTests/RunnerTests.swift,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/test/widget_test.dart,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/.gitignore,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/CMakeLists.txt,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/flutter/CMakeLists.txt,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/flutter/generated_plugin_registrant.cc,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/flutter/generated_plugin_registrant.h,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/flutter/generated_plugins.cmake,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/CMakeLists.txt,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/Runner.rc,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/flutter_window.cpp,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/flutter_window.h,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/main.cpp,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/resource.h,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/resources/app_icon.ico,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/runner.exe.manifest,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/utils.cpp,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/utils.h,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/win32_window.cpp,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,flutter_app/windows/runner/win32_window.h,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,plans/repository-consolidation/initial-state.md,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,python_services/ai/glm_client.py,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,python_services/create_admin.py,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,python_services/serviceAccountKey.json,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,scripts/deploy_vercel.sh,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,vercel.json,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
,vercel_api/api/v1/ai/chat.js,only in TARGET,TARGET-only work or platform scaffolding,KEEP_TARGET,low,TARGET is authoritative; nothing to consolidate,none,KEEP_TARGET
.github/CODEOWNERS,.github/CODEOWNERS,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
.github/dependabot.yml,.github/dependabot.yml,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
.github/workflows/rollback.yml,.github/workflows/rollback.yml,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
.github/workflows/security.yml,.github/workflows/security.yml,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
ADDENDUM_STATIC_ANALYSIS_TS_DART.md,ADDENDUM_STATIC_ANALYSIS_TS_DART.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
AUDIT/ADDENDUM_STATIC_ANALYSIS_TS_DART.md,AUDIT/ADDENDUM_STATIC_ANALYSIS_TS_DART.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
AUDIT/FORENSIC_RELEASE_AUDIT.md,AUDIT/FORENSIC_RELEASE_AUDIT.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
FINAL_RELEASE_REPORT.md,FINAL_RELEASE_REPORT.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
FORENSIC_RELEASE_AUDIT.md,FORENSIC_RELEASE_AUDIT.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
NAJM_MASTER_PROJECT_DIRECTIVE.md,NAJM_MASTER_PROJECT_DIRECTIVE.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
OWNER_DECISION_REQUEST.md,OWNER_DECISION_REQUEST.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
README.md,README.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
REMEDIATION_CHANGELOG.md,REMEDIATION_CHANGELOG.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
VERSION.md,VERSION.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
VISION_GAP_ANALYSIS.md,VISION_GAP_ANALYSIS.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/ROSTER_SYNC.md,docs/ROSTER_SYNC.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
docs/ZERO_KNOWLEDGE_CREDENTIALS.md,docs/ZERO_KNOWLEDGE_CREDENTIALS.md,"present in both, byte-identical",identical,NONE,low,no action needed,none,NONE
